filename,width,height,class,xmin,ymin,xmax,ymax
re_yellowBalloon_9.jpg,600,447,yellowBalloon,189.84015,75.85853,476.11124,372.06177
re_eyeball_11.jpg,600,400,eyeball,243.75,147.56944,331.48148,234.375
re_sign_2.jpg,600,400,sign,78.81945,93.05556,471.41205,287.84723
re_lavenderDie_10.jpg,600,400,lavenderDie,268.75,193.51852,308.7963,234.95372
re_redWhistle_4.jpg,600,400,redWhistle,272.68518,233.91203,425.46298,324.07407
re_partyFavor_7.jpg,600,400,partyFavor,219.09723,143.28703,418.28702,230.55556
re_partyFavor_3.jpg,600,400,partyFavor,196.99075,111.921295,367.1296,260.4167
re_brownDie_4.jpg,600,400,brownDie,250.92593,185.18518,327.66205,257.52316
re_foamDart_9.jpg,600,400,foamDart,176.73611,81.01852,389.81482,356.94443
re_hairRoller_11.jpg,600,268,hairRoller,243.02167,136.04713,365.29376,207.6386
re_noisemaker_9.jpg,600,400,noisemaker,0.11574074,111.22686,599.1898,308.2176
re_sign_11.jpg,600,400,sign,192.12964,156.71297,367.0139,400.0
re_voiceRecorder_10.jpg,600,400,voiceRecorder,159.375,181.8287,395.1389,290.39352
re_sign_6.jpg,600,400,sign,283.91205,63.65741,495.4861,400.0
re_cowbell_9.jpg,600,400,cowbell,100.46296,72.80093,312.15277,284.02777
re_giftBag_7.jpg,600,400,giftBag,114.93056,127.31482,506.0185,303.81943
re_canadaPencil_10.jpg,600,400,canadaPencil,140.50926,27.430555,221.99074,383.3333
re_yellowBag_9.jpg,600,357,yellowBag,0.1339884,0.8028486,469.6293,261.3272
re_spiderRing_11.jpg,600,400,spiderRing,224.42131,221.875,352.19907,323.6111
re_hairRoller_8.jpg,600,378,hairRoller,230.85869,140.29704,342.3919,206.55167
re_gClamp_8.jpg,600,400,gClamp,176.73611,49.65278,371.5278,385.30093
re_giftBag_10.jpg,600,400,giftBag,78.35648,129.74538,514.23615,387.73148
re_giftBag_11.jpg,600,400,giftBag,164.58333,0.46296296,464.58334,385.30093
re_hairRoller_9.jpg,600,400,hairRoller,155.90277,97.91667,397.56943,277.77777
re_spiderRing_10.jpg,600,400,spiderRing,228.24074,148.61111,368.63425,260.4167
re_canadaPencil_11.jpg,600,400,canadaPencil,8.912037,213.19444,565.39355,293.75
re_giftBag_6.jpg,600,400,giftBag,54.629627,90.16204,522.4537,341.43518
re_pinkEraser_9.jpg,600,400,pinkEraser,130.43982,113.888885,319.44443,248.37964
re_cowbell_8.jpg,600,400,cowbell,103.24074,0.11574074,400.46295,232.98611
re_vancouverCards_8.jpg,600,400,vancouverCards,139.12038,166.89815,408.2176,316.89816
re_sign_7.jpg,600,400,sign,264.4676,21.75926,440.0463,399.76852
re_birdCall_11.jpg,600,400,birdCall,190.16203,84.375,440.97223,302.89352
re_sign_10.jpg,600,400,sign,228.81944,70.94907,428.93518,400.0
re_hairRoller_10.jpg,600,400,hairRoller,232.17593,128.81944,345.94907,328.00925
re_foamDart_8.jpg,600,400,foamDart,205.67131,61.226852,553.3565,273.49536
re_redWhistle_1.jpg,600,400,redWhistle,203.125,121.99074,412.03705,244.09723
re_brownDie_5.jpg,600,400,brownDie,253.81944,227.19908,305.9028,282.17593
re_redWhistle_3.jpg,600,400,redWhistle,225.34721,171.75926,343.51852,247.45372
re_eyeball_2.jpg,600,400,eyeball,129.39815,230.55556,278.47223,374.76852
re_hairRoller_12.jpg,600,400,hairRoller,166.08797,121.99074,265.39352,271.06482
re_sign_12.jpg,600,400,sign,230.6713,93.05556,435.64813,400.0
re_redDart_9.jpg,600,400,redDart,120.25463,124.421295,513.3102,267.24536
re_sign_5.jpg,600,400,sign,243.28703,19.328703,407.6389,387.73148
re_blueSunglasses_3.jpg,600,400,blueSunglasses,243.75,89.23611,451.62036,223.26389
re_giftBag_4.jpg,600,477,giftBag,42.202686,136.26587,583.6187,415.88177
re_canadaPencil_8.jpg,600,400,canadaPencil,0.11574074,115.27778,493.51852,192.01389
re_spiderRing_12.jpg,600,400,spiderRing,146.75926,72.80093,238.42592,178.47221
re_giftBag_12.jpg,600,400,giftBag,220.13889,21.875,404.28238,388.77316
re_canadaPencil_9.jpg,600,400,canadaPencil,231.13426,0.11574074,394.09723,400.0
re_canadaPencil_12.jpg,600,400,canadaPencil,162.73148,33.333336,432.40738,400.0
re_giftBag_5.jpg,600,400,giftBag,41.2037,94.56019,526.27313,251.73611
re_sign_4.jpg,600,400,sign,123.611115,52.5463,424.53705,387.73148
re_voiceRecorder_12.jpg,600,400,voiceRecorder,295.37036,134.14352,461.22687,266.2037
re_redDart_8.jpg,600,400,redDart,59.490738,126.388885,431.8287,259.9537
re_birdCall_12.jpg,600,400,birdCall,231.71297,110.416664,495.02313,316.89816
re_redWhistle_2.jpg,600,400,redWhistle,223.49538,162.5,385.99536,256.59723
re_eyeball_3.jpg,600,400,eyeball,152.5463,104.62962,292.93982,245.48611
re_brownDie_6.jpg,600,400,brownDie,256.25,163.0787,321.41205,226.15741
re_partyFavor_1.jpg,600,400,partyFavor,156.94444,105.671295,349.88425,257.17593
re_legoBracelet_10.jpg,600,304,legoBracelet,78.18057,48.205128,200.27359,179.89745
re_pumpkinNotes_4.jpg,600,400,pumpkinNotes,185.87962,115.74074,384.02777,307.17593
re_paperPlate_4.jpg,600,400,paperPlate,137.15279,23.148148,551.85187,375.23148
re_cowbell_11.jpg,600,400,cowbell,116.898155,28.935184,516.6667,340.50925
re_cupcakePaper_9.jpg,600,400,cupcakePaper,211.45833,164.93056,378.24075,269.09723
re_silverStraw_9.jpg,600,400,silverStraw,291.43518,1.9675925,339.93054,400.0
re_cloudSign_8.jpg,600,400,cloudSign,172.33795,67.01389,410.06946,345.37036
re_voiceRecorder_6.jpg,600,400,voiceRecorder,230.20833,144.21297,342.12964,254.16667
re_lavenderDie_2.jpg,600,400,lavenderDie,247.10648,142.82408,326.1574,225.23148
re_partyFavor_12.jpg,600,400,partyFavor,238.42592,174.65279,331.48148,264.35184
re_plaidPencil_6.jpg,600,400,plaidPencil,279.39816,114.35186,439.46762,367.93982
re_rainbowPens_8.jpg,600,400,rainbowPens,249.53705,3.3564813,396.06482,398.8426
re_rainbowPens_9.jpg,600,400,rainbowPens,180.55556,72.33796,505.55557,398.37964
re_plaidPencil_7.jpg,600,400,plaidPencil,344.56018,53.125,395.1389,362.15277
re_lavenderDie_3.jpg,600,400,lavenderDie,251.3889,150.92592,342.5926,247.80092
re_pumpkinNotes_12.jpg,600,400,pumpkinNotes,172.33795,91.78241,315.0463,224.42128
re_voiceRecorder_7.jpg,600,400,voiceRecorder,228.81944,93.05556,424.0741,225.69444
re_carabiner_1.jpg,600,400,carabiner,198.84259,50.694443,378.24075,341.89816
re_paperPlate_5.jpg,600,400,paperPlate,109.14352,8.217592,503.125,384.375
re_turtle_4.jpg,600,400,turtle,198.26389,156.71297,317.93982,260.87964
re_pumpkinNotes_5.jpg,600,400,pumpkinNotes,173.26389,102.31482,450.11572,367.93982
re_legoBracelet_11.jpg,600,400,legoBracelet,318.5185,181.8287,414.4676,285.06943
re_spiderRing_8.jpg,600,400,spiderRing,255.32407,154.39815,345.02313,238.3102
re_legoBracelet_8.jpg,600,400,legoBracelet,242.70834,119.09722,370.02313,229.05092
re_cactusPaper_7.jpg,600,400,cactusPaper,6.0185184,0.11574074,268.28705,383.91205
re_pumpkinNotes_7.jpg,600,400,pumpkinNotes,161.68982,162.03703,385.99536,374.76852
re_turtle_6.jpg,600,215,turtle,249.4662,11.964188,394.66193,112.88981
re_paperPlate_7.jpg,600,400,paperPlate,87.03704,0.11574074,548.14813,400.0
re_miniCards_10.jpg,600,400,miniCards,215.74075,33.796295,435.64813,242.12964
re_trophy_3.jpg,600,400,trophy,270.7176,46.75926,444.79166,324.07407
re_carabiner_3.jpg,600,400,carabiner,0.6944445,89.23611,547.56946,335.18518
re_cowbell_12.jpg,600,492,cowbell,194.07942,69.44014,548.0144,423.42606
re_voiceRecorder_5.jpg,600,400,voiceRecorder,270.25464,145.13889,342.5926,285.99536
re_pumpkinNotes_10.jpg,600,400,pumpkinNotes,93.28703,106.01852,334.83795,373.2639
re_lavenderDie_1.jpg,600,400,lavenderDie,251.96759,160.18518,321.875,227.66203
re_plaidPencil_5.jpg,600,228,plaidPencil,154.81236,17.85261,450.4375,119.48413
re_plaidPencil_4.jpg,600,400,plaidPencil,261.68982,69.90741,299.65277,259.02777
re_partyFavor_10.jpg,600,400,partyFavor,255.32407,81.01852,357.52316,243.05556
re_voiceRecorder_4.jpg,600,400,voiceRecorder,249.53705,143.75,348.3796,265.74075
re_gyroscope_2.jpg,600,400,gyroscope,143.86574,34.25926,357.52316,309.14352
re_carabiner_2.jpg,600,400,carabiner,218.1713,60.30093,391.7824,368.98148
re_trophy_2.jpg,600,400,trophy,165.16205,76.73611,345.4861,377.19907
re_miniCards_11.jpg,600,400,miniCards,158.79631,70.94907,343.05557,275.34723
re_turtle_7.jpg,600,400,turtle,238.88889,175.11574,409.60648,309.60648
re_pumpkinNotes_6.jpg,600,400,pumpkinNotes,166.08797,87.84722,409.60648,337.61575
re_cactusPaper_6.jpg,600,400,cactusPaper,80.32408,0.11574074,410.06946,374.76852
re_spiderRing_9.jpg,600,400,spiderRing,234.02779,190.0463,321.41205,263.31018
re_cactusPaper_2.jpg,600,400,cactusPaper,0.6944445,0.11574074,290.97223,377.19907
re_pumpkinNotes_2.jpg,600,400,pumpkinNotes,153.58795,49.189816,407.17593,259.49075
re_paperPlate_2.jpg,600,400,paperPlate,191.66667,48.26389,502.66202,345.8333
re_turtle_3.jpg,600,400,turtle,127.08333,185.76389,269.7917,295.25464
re_trophy_6.jpg,600,400,trophy,171.41203,55.43981,420.1389,400.0
re_carabiner_6.jpg,600,400,carabiner,139.12038,121.52778,487.2685,333.7963
re_turtle_12.jpg,600,400,turtle,183.44908,143.75,384.49072,283.56482
re_gyroscope_6.jpg,600,400,gyroscope,226.85185,133.10185,336.34262,290.39352
re_rubiksCube_12.jpg,600,400,rubiksCube,234.60648,242.12964,326.1574,324.53705
re_glassBead_8.jpg,600,400,glassBead,192.59259,150.46297,291.89816,234.83797
re_glassBead_8.jpg,600,400,glassBead,288.77316,184.9537,388.0787,269.3287
re_glassBead_8.jpg,600,400,glassBead,291.89816,107.638885,391.20367,192.01389
re_lavenderDie_4.jpg,600,400,lavenderDie,228.24074,150.46297,328.125,245.02316
re_lavenderDie_5.jpg,600,400,lavenderDie,264.4676,154.86111,333.44907,226.73611
re_plaidPencil_1.jpg,600,400,plaidPencil,251.96759,76.73611,291.89816,360.7639
re_glassBead_9.jpg,600,400,glassBead,214.35184,240.16203,283.2176,317.3611
re_glassBead_9.jpg,600,400,glassBead,326.6204,146.875,403.58795,227.66203
re_glassBead_9.jpg,600,400,glassBead,349.76852,216.08797,427.08334,293.28705
re_voiceRecorder_1.jpg,600,400,voiceRecorder,227.77779,148.49538,369.56018,293.63425
re_pinkCandle_12.jpg,600,400,pinkCandle,114.00463,71.875,168.05556,273.0324
re_rainbowPens_12.jpg,600,400,rainbowPens,91.89815,151.96759,524.8843,311.1111
re_trophy_7.jpg,600,400,trophy,84.60648,46.75926,437.84723,400.0
re_turtle_2.jpg,600,400,turtle,214.35184,175.11574,344.56018,268.63425
re_paperPlate_3.jpg,600,400,paperPlate,26.27315,1.5046296,576.9676,400.0
re_metalKey_8.jpg,600,400,metalKey,163.65741,185.18518,400.46295,297.10648
re_pumpkinNotes_3.jpg,600,400,pumpkinNotes,118.28703,141.78241,345.94907,363.19443
re_cactusPaper_3.jpg,600,400,cactusPaper,179.39816,0.11574074,499.30554,362.73148
re_pumpkinNotes_1.jpg,600,400,pumpkinNotes,158.33334,87.26852,393.1713,315.85648
re_cactusPaper_1.jpg,600,400,cactusPaper,130.43982,0.11574074,406.71298,376.62036
re_paperPlate_1.jpg,600,400,paperPlate,68.63426,5.3240743,481.94443,389.69907
re_carabiner_5.jpg,600,400,carabiner,129.39815,138.88889,425.5787,287.5
re_trophy_5.jpg,600,400,trophy,285.64813,167.82408,545.13885,395.4861
re_rainbowPens_10.jpg,600,400,rainbowPens,310.30093,4.861111,417.3611,398.8426
re_gyroscope_5.jpg,600,400,gyroscope,234.02779,143.28703,381.13425,325.11575
re_turtle_11.jpg,600,400,turtle,184.375,178.93518,340.16205,295.1389
re_pinkCandle_8.jpg,600,400,pinkCandle,234.02779,130.6713,310.7639,308.68057
re_rubiksCube_11.jpg,600,400,rubiksCube,37.84722,131.25,183.91205,279.74536
re_voiceRecorder_3.jpg,600,497,voiceRecorder,211.79341,39.018646,483.61124,392.62512
re_plaidPencil_3.jpg,600,400,plaidPencil,287.61575,96.99074,316.08795,310.64816
re_redBow_9.jpg,600,400,redBow,85.06944,130.20834,546.0648,393.98148
re_lavenderDie_6.jpg,600,400,lavenderDie,250.92593,121.06482,343.05557,211.22684
re_plaidPencil_2.jpg,600,400,plaidPencil,233.10184,68.05556,298.2639,306.71295
re_voiceRecorder_2.jpg,600,400,voiceRecorder,235.41666,180.78703,431.25,282.06018
re_pinkCandle_11.jpg,600,400,pinkCandle,272.68518,74.76852,360.87964,245.02316
re_paperPlate_10.jpg,600,400,paperPlate,97.56945,1.0416667,589.69904,400.0
re_pinkCandle_9.jpg,600,400,pinkCandle,265.85648,135.99538,322.80093,329.39816
re_rubiksCube_10.jpg,600,400,rubiksCube,224.42131,164.93056,361.9213,312.96295
re_gyroscope_4.jpg,600,400,gyroscope,169.44444,77.66204,331.01852,281.25
re_rainbowPens_11.jpg,600,452,rainbowPens,120.130714,152.14934,572.2876,378.34558
re_trophy_4.jpg,600,400,trophy,259.14352,86.34259,472.68518,400.0
re_carabiner_4.jpg,600,400,carabiner,1.6203704,86.80556,582.75464,343.86575
re_turtle_1.jpg,600,400,turtle,125.115746,157.75462,258.2176,259.49075
re_legoBracelet_2.jpg,600,400,legoBracelet,225.34721,90.74074,405.3241,338.0787
re_spiderRing_2.jpg,600,400,spiderRing,230.20833,151.50462,352.19907,270.60184
re_metalKey_6.jpg,600,400,metalKey,269.3287,131.25,505.09262,338.5417
re_birdCall_5.jpg,600,400,birdCall,143.86574,134.14352,402.43057,375.69443
re_trophy_9.jpg,600,400,trophy,146.2963,74.76852,412.15277,400.0
re_metalKey_12.jpg,600,400,metalKey,167.0139,137.03703,419.7917,249.88425
re_gyroscope_9.jpg,600,400,gyroscope,250.46297,125.34722,396.06482,226.62036
re_cupcakePaper_10.jpg,600,400,cupcakePaper,265.39352,181.36574,441.89816,360.30093
re_rainbowPens_1.jpg,600,400,rainbowPens,24.76852,111.458336,574.53705,212.26852
re_glassBead_7.jpg,600,400,glassBead,254.8611,210.30092,321.875,266.2037
re_glassBead_7.jpg,600,400,glassBead,238.3102,150.34721,306.01852,211.80556
re_glassBead_7.jpg,600,400,glassBead,299.76852,128.81944,368.17133,196.2963
re_redBow_12.jpg,600,400,redBow,69.09722,66.08796,563.88885,367.93982
re_redBow_5.jpg,600,400,redBow,73.03241,98.37963,555.2083,317.82407
re_glassBead_12.jpg,600,400,glassBead,181.94444,201.04167,251.3889,268.51852
re_glassBead_12.jpg,600,400,glassBead,259.83795,223.49536,329.28238,290.97223
re_glassBead_12.jpg,600,400,glassBead,279.8611,164.46759,355.20834,232.52316
re_silverStraw_12.jpg,600,400,silverStraw,166.08797,42.01389,500.23148,385.87964
re_gyroscope_8.jpg,600,400,gyroscope,152.5463,81.48148,421.6435,284.02777
re_cloudSign_12.jpg,600,400,cloudSign,107.29167,0.11574074,443.40277,371.2963
re_silverStraw_1.jpg,600,400,silverStraw,4.9768515,130.6713,580.32404,213.19444
re_pinkEraser_12.jpg,600,400,pinkEraser,264.4676,251.73611,373.4954,319.3287
re_hairClip_11.jpg,600,354,hairClip,219.07166,60.28008,389.5514,227.15582
re_trophy_8.jpg,600,400,trophy,118.28703,114.35186,328.58795,400.0
re_cupcakePaper_1.jpg,600,400,cupcakePaper,73.49537,3.935185,388.42593,347.68518
re_trophy_11.jpg,600,400,trophy,232.17593,123.49538,462.03705,400.0
re_birdCall_4.jpg,600,400,birdCall,157.40741,138.42592,425.0,339.5833
re_metalKey_7.jpg,600,400,metalKey,169.44444,81.48148,294.79166,291.7824
re_spiderRing_3.jpg,600,400,spiderRing,223.95834,143.75,344.56018,268.63425
re_plaidPencil_12.jpg,600,400,plaidPencil,209.02779,51.62037,432.29166,354.05093
re_legoBracelet_3.jpg,600,400,legoBracelet,240.85649,123.0324,326.6204,259.49075
re_plaidPencil_10.jpg,600,400,plaidPencil,21.875,146.64352,546.0648,196.2963
re_legoBracelet_1.jpg,600,400,legoBracelet,178.58797,85.41667,342.12964,324.53705
re_spiderRing_1.jpg,600,400,spiderRing,255.78703,121.52778,357.52316,244.09723
re_cupcakePaper_3.jpg,600,400,cupcakePaper,215.74075,88.31019,400.0,273.9583
re_pinkEraser_10.jpg,600,400,pinkEraser,192.12964,117.24538,383.10184,225.23148
re_silverStraw_3.jpg,600,400,silverStraw,14.120371,178.00926,508.4491,245.02316
re_cloudSign_10.jpg,600,400,cloudSign,105.78704,54.51389,450.5787,398.37964
re_metalKey_11.jpg,600,400,metalKey,134.72221,134.14352,458.7963,294.21295
re_cloudSign_2.jpg,600,400,cloudSign,102.89352,6.828704,496.875,389.2361
re_pinkCandle_7.jpg,600,334,pinkCandle,301.69162,70.46315,348.82364,217.68913
re_redBow_11.jpg,600,400,redBow,78.81945,61.805557,552.3148,363.19443
re_rainbowPens_2.jpg,600,400,rainbowPens,111.57407,63.65741,566.7824,314.00464
re_silverStraw_10.jpg,600,400,silverStraw,276.9676,25.11574,333.2176,400.0
re_glassBead_10.jpg,600,400,glassBead,184.83797,138.88889,286.68982,236.80556
re_glassBead_10.jpg,600,400,glassBead,249.30556,198.03241,351.1574,295.94907
re_glassBead_10.jpg,600,400,glassBead,343.05557,125.0,444.9074,222.91667
re_lavenderDie_8.jpg,600,400,lavenderDie,262.5,220.94908,316.08795,272.4537
re_redBow_6.jpg,600,400,redBow,43.055557,16.435184,581.25,287.96295
re_redBow_7.jpg,600,400,redBow,149.65279,165.97221,448.14813,348.72684
re_silverStraw_11.jpg,600,400,silverStraw,76.38889,85.87963,531.1343,368.98148
re_rainbowPens_3.jpg,600,400,rainbowPens,135.64815,160.64815,480.55554,221.41203
re_glassBead_11.jpg,600,400,glassBead,136.22685,150.92592,251.3889,265.39352
re_glassBead_11.jpg,600,400,glassBead,243.17131,183.10185,356.71295,298.49536
re_glassBead_11.jpg,600,400,glassBead,300.81018,111.921295,421.18057,219.44444
re_redBow_10.jpg,600,400,redBow,85.53241,57.40741,560.5324,360.30093
re_glassBead_5.jpg,600,400,glassBead,174.30556,191.43518,250.0,261.9213
re_glassBead_5.jpg,600,400,glassBead,281.13425,148.61111,355.55557,214.93056
re_glassBead_5.jpg,600,400,glassBead,353.24075,169.21297,426.9676,240.625
re_pinkCandle_6.jpg,600,400,pinkCandle,304.05093,123.49538,351.27313,274.4213
re_cloudSign_3.jpg,600,400,cloudSign,104.39815,34.72222,434.25925,393.98148
re_cupcakePaper_12.jpg,600,503,cupcakePaper,289.67023,142.67438,553.0068,416.37625
re_metalKey_10.jpg,600,400,metalKey,136.22685,138.88889,410.06946,255.09259
re_cloudSign_11.jpg,600,400,cloudSign,108.21759,29.39815,400.46295,352.0833
re_cupcakePaper_2.jpg,600,400,cupcakePaper,85.06944,1.0416667,471.875,376.1574
re_hairClip_12.jpg,600,400,hairClip,245.60185,158.21759,371.99075,283.10184
re_trophy_12.jpg,600,419,trophy,112.12121,8.082673,406.9264,419.0
re_birdCall_7.jpg,600,400,birdCall,148.72685,44.444447,531.1343,362.15277
re_plaidPencil_11.jpg,600,400,plaidPencil,257.17593,38.078705,378.7037,393.51852
re_legoBracelet_4.jpg,600,400,legoBracelet,188.31018,184.72221,278.93518,298.0324
re_birdCall_3.jpg,600,400,birdCall,169.90741,139.35185,465.0463,371.875
re_cupcakePaper_6.jpg,600,347,cupcakePaper,170.96019,31.172579,423.88757,256.17764
re_foamDart_12.jpg,600,400,foamDart,41.666668,175.11574,355.55557,293.28705
re_silverStraw_6.jpg,600,464,silverStraw,148.10039,0.13830104,449.551,450.9997
re_cloudSign_7.jpg,600,400,cloudSign,80.20833,2.8935184,487.2685,373.72684
re_pinkCandle_2.jpg,600,400,pinkCandle,246.64351,65.625,349.76852,299.07407
re_redWhistle_12.jpg,600,400,redWhistle,208.10185,163.88889,383.68057,267.12964
re_redBow_3.jpg,600,400,redBow,101.96759,105.671295,547.56946,283.56482
re_glassBead_1.jpg,600,400,glassBead,175.69444,162.03703,259.60648,231.94444
re_glassBead_1.jpg,600,400,glassBead,210.76389,223.03241,300.5787,299.53705
re_glassBead_1.jpg,600,400,glassBead,313.31018,181.71297,401.85184,254.16667
re_yellowBalloon_12.jpg,600,400,yellowBalloon,181.94444,129.74538,393.75,344.3287
re_gyroscope_12.jpg,600,400,gyroscope,116.898155,66.08796,276.9676,290.85648
re_rainbowPens_7.jpg,600,400,rainbowPens,71.06481,53.125,476.1574,338.0787
re_rainbowPens_6.jpg,600,400,rainbowPens,31.018518,164.00462,519.0972,276.85184
re_plaidPencil_8.jpg,600,400,plaidPencil,209.02779,51.15741,495.94907,345.37036
re_yellowBag_11.jpg,600,400,yellowBag,150.11575,14.467592,412.5,383.91205
re_pinkCandle_3.jpg,600,400,pinkCandle,260.64816,188.0787,304.5139,337.15277
re_voiceRecorder_8.jpg,600,400,voiceRecorder,149.65279,156.71297,466.5509,293.28705
re_cloudSign_6.jpg,600,400,cloudSign,118.28703,0.11574074,473.2639,396.875
re_cupcakePaper_7.jpg,598,600,cupcakePaper,243.10387,171.8085,563.5751,478.72342
re_birdCall_2.jpg,600,331,birdCall,187.40495,65.521385,414.34976,256.93744
re_metalKey_1.jpg,600,400,metalKey,162.73148,164.46759,363.31018,270.60184
re_spiderRing_5.jpg,600,400,spiderRing,284.72223,132.17592,384.1435,236.80556
re_spiderRing_7.jpg,600,347,spiderRing,149.1567,59.594757,274.11392,150.60152
re_metalKey_3.jpg,600,400,metalKey,155.4398,129.74538,403.81943,288.42593
re_cactusPaper_8.jpg,600,400,cactusPaper,0.11574074,1.0416667,426.50464,399.30557
re_legoBracelet_7.jpg,600,412,legoBracelet,314.5577,77.52838,446.62177,229.66216
re_pumpkinNotes_8.jpg,600,400,pumpkinNotes,100.0,29.97685,483.91202,370.37036
re_turtle_9.jpg,600,400,turtle,197.91666,138.42592,360.87964,260.87964
re_paperPlate_8.jpg,600,400,paperPlate,106.25,3.3564813,529.74536,400.0
re_silverStraw_5.jpg,600,400,silverStraw,176.73611,191.55092,416.89813,256.13425
re_foamDart_11.jpg,600,400,foamDart,149.18982,121.52778,529.74536,288.8889
re_cloudSign_4.jpg,600,400,cloudSign,65.27778,45.37037,375.81018,393.98148
re_pinkCandle_1.jpg,600,400,pinkCandle,287.15277,81.01852,347.4537,309.60648
re_yellowBalloon_11.jpg,600,400,yellowBalloon,197.91666,113.31018,400.46295,326.50464
re_glassBead_2.jpg,600,400,glassBead,307.4074,101.388885,384.02777,176.62038
re_glassBead_2.jpg,600,400,glassBead,253.24075,138.19444,329.8611,213.42592
re_glassBead_2.jpg,600,400,glassBead,325.34723,169.79166,401.96762,245.02316
re_yellowBalloon_10.jpg,600,400,yellowBalloon,195.02315,104.166664,395.1389,310.64816
re_glassBead_3.jpg,600,400,glassBead,186.80556,133.10185,258.2176,211.6898
re_glassBead_3.jpg,600,400,glassBead,252.66203,146.875,324.18982,222.33797
re_glassBead_3.jpg,600,400,glassBead,314.12036,159.60648,392.70834,240.16203
re_gyroscope_10.jpg,600,400,gyroscope,151.62038,135.06944,346.875,265.74075
re_yellowBag_12.jpg,600,400,yellowBag,167.0139,47.800926,421.18057,350.5787
re_redBow_1.jpg,600,400,redBow,111.11111,92.12963,599.1898,322.22223
re_redWhistle_10.jpg,600,400,redWhistle,216.20369,161.11111,396.64352,258.56482
re_silverStraw_4.jpg,600,474,silverStraw,347.3077,35.599445,525.8242,348.7427
re_foamDart_10.jpg,600,400,foamDart,142.01389,208.33333,497.33795,373.2639
re_paperPlate_9.jpg,600,400,paperPlate,75.34722,0.46296296,519.21295,400.0
re_turtle_8.jpg,600,400,turtle,298.72684,148.61111,553.3565,314.93057
re_birdCall_1.jpg,600,400,birdCall,188.77316,148.03241,377.77777,291.31943
re_pumpkinNotes_9.jpg,600,400,pumpkinNotes,226.38889,148.03241,495.4861,343.40277
re_cactusPaper_9.jpg,600,400,cactusPaper,104.39815,0.46296296,348.3796,291.31943
re_legoBracelet_6.jpg,600,400,legoBracelet,235.06944,162.03703,360.87964,281.13425
